20184_PSY.html,PSY       1,L&S,4.0,Optional,R,11:00am - 12:15pm,PHELP2524,5 / 30
20184_PSY.html,PSY       1,L&S,4.0,Optional,T,6:30pm - 7:45pm,GIRV 2129,0 / 30
20184_PSY.html,PSY       1,L&S,4.0,Optional,R,3:30pm - 4:45pm,ARTS 1356,0 / 30
20184_PSY.html,PSY       1,L&S,4.0,Optional,R,5:00pm - 6:15pm,ARTS 1349,0 / 30
20184_PSY.html,PSY       1,L&S,4.0,Optional,R,6:30pm - 7:45pm,SH   1430,1 / 30
20184_PSY.html,PSY       1,L&S,4.0,Optional,F,8:00 am - 9:15 am,387  1015,0 / 30
20184_PSY.html,PSY       1,L&S,4.0,Optional,F,11:00am - 12:15pm,PHELP2536,1 / 30
20184_PSY.html,PSY       1,L&S,4.0,Optional,T,11:00am - 12:15pm,PHELP2524,0 / 30
20184_PSY.html,PSY       1,L&S,4.0,Optional,F,12:30pm - 1:45pm,GIRV 2120,0 / 30
20184_PSY.html,PSY       3,L&S,3.0,Optional,M W,5:00pm - 6:15pm,BUCHN1930,2 / 100
20184_PSY.html,PSY       5,L&S,5.0,Optional,M W,3:30pm - 4:45pm,PHELP2516,2 / 60
20184_PSY.html,PSY       5,L&S,5.0,Optional,R,1:00pm - 2:50pm,PSY-E2822,0 / 30
20184_PSY.html,PSY       5,L&S,5.0,Optional,R,3:00pm - 4:50pm,PSY-E2822,2 / 30
20184_PSY.html,PSY       7,L&S,3.0,Optional,T R,5:00pm - 6:15pm,BUCHN1930,3 / 100
20184_PSY.html,PSY      10A,L&S,5.0,Optional,M W,9:30 am - 10:45am,BUCHN1930,36 / 75
20184_PSY.html,PSY      10A,L&S,5.0,Optional,W,11:00am - 12:50pm,PSY-E2822,16 / 18
20184_PSY.html,PSY      10A,L&S,5.0,Optional,W,1:00pm - 2:50pm,PSY-E2822,8 / 19
20184_PSY.html,PSY      10A,L&S,5.0,Optional,R,11:00am - 12:50pm,PSY-E2822,5 / 19
20184_PSY.html,PSY      10A,L&S,5.0,Optional,R,9:00 am - 10:50am,PSY-E2822,7 / 18
20184_PSY.html,PSY      10A,L&S,5.0,Optional,M W,8:00 am - 9:15 am,PSYCH1924,1 / 124
20184_PSY.html,PSY      10A,L&S,5.0,Optional,W,1:00pm - 2:50pm,PSY-E3834,0 / 25
20184_PSY.html,PSY      10A,L&S,5.0,Optional,W,11:00am - 12:50pm,PSY-E3834,0 / 25
20184_PSY.html,PSY      10A,L&S,5.0,Optional,R,11:00am - 12:50pm,PSY-E3834,0 / 25
20184_PSY.html,PSY      10A,L&S,5.0,Optional,R,1:00pm - 2:50pm,PSY-E3834,1 / 25
20184_PSY.html,PSY      10A,L&S,5.0,Optional,R,3:00pm - 4:50pm,PSY-E3834,0 / 25
20184_PSY.html,PSY      10B,L&S,5.0,Optional,T R,9:30 am - 10:45am,LSB  1001,20 / 100
20184_PSY.html,PSY      10B,L&S,5.0,Optional,R,11:00am - 12:50pm,PSY-E1805,7 / 20
20184_PSY.html,PSY      10B,L&S,5.0,Optional,R,11:00am - 12:50pm,PSY-E1806,1 / 20
20184_PSY.html,PSY      10B,L&S,5.0,Optional,R,1:00pm - 2:50pm,PSY-E1805,5 / 20
20184_PSY.html,PSY      10B,L&S,5.0,Optional,R,3:00pm - 4:50pm,PSY-E1805,6 / 20

20184_PSY.html,PSY      10B,L&S,5.0,Optional,T R,8:00 am - 9:15 am,LSB  1001,2 / 125





20184_PSY.html,PSY      90A,L&S,2.0,Letter,M,11:00am - 12:50pm,PSY-E2822,0 / 25
20184_PSY.html,PSY      98,L&S,1.0 - 5.0,Optional,W,3:30pm - 5:20pm,SH   1431,0 / 77
20184_PSY.html,PSY      99,L&S,1.0 - 4.0,Letter,N/A,N/A,N/A,0 / 1
20184_PSY.html,PSY      99P,L&S,1.0 - 4.0,Pass/No Pass,N/A,N/A,N/A,0 / 1
20184_PSY.html,PSY     102,L&S,4.0,Optional,T R,12:30pm - 1:45pm,CHEM 1179,34 / 350
20184_PSY.html,PSY     106,L&S,4.0,Optional,T R,3:30pm - 4:45pm,CHEM 1179,9 / 350
20184_PSY.html,PSY     108,L&S,4.0,Optional,T R,2:00pm - 3:15pm,IV   THEA1,37 / 350
20184_PSY.html,PSY     111,L&S,4.0,Optional,M W,3:30pm - 4:45pm,LSB  1001,11 / 150
20184_PSY.html,PSY     117,L&S,4.0,Optional,M,5:00pm - 7:50pm,BUCHN1920,13 / 147
20184_PSY.html,PSY     118L,L&S,5.0,Letter,M,9:00 am - 10:50am,GIRV 2116,18 / 40
20184_PSY.html,PSY     118L,L&S,5.0,Letter,R,1:00pm - 3:50pm,PSY-E2822,9 / 20
20184_PSY.html,PSY     118L,L&S,5.0,Letter,R,4:00pm - 6:50pm,PSY-E2822,9 / 20
20184_PSY.html,PSY     120L,L&S,5.0,Letter,F,12:00pm - 1:50pm,TD-W 1701,10 / 120
20184_PSY.html,PSY     120L,L&S,5.0,Letter,W,9:30 am - 12:30pm,PSY-E1806,3 / 20
20184_PSY.html,PSY     120L,L&S,5.0,Letter,W,12:30pm - 3:30pm,PSY-E1806,4 / 20
20184_PSY.html,PSY     120L,L&S,5.0,Letter,W,3:30pm - 6:30pm,PSY-E1805,0 / 20
20184_PSY.html,PSY     120L,L&S,5.0,Letter,R,9:30 am - 12:30pm,SSMS 1304,0 / 20
20184_PSY.html,PSY     120L,L&S,5.0,Letter,R,12:30pm - 3:30pm,PSY-E1805,1 / 20
20184_PSY.html,PSY     120L,L&S,5.0,Letter,R,3:30pm - 6:30pm,SSMS 1304,2 / 20
20184_PSY.html,PSY     123,L&S,4.0,Optional,M W,11:00am - 12:15pm,SH   1431,19 / 94
20184_PSY.html,PSY     130,L&S,4.0,Optional,M W,2:00pm - 3:15pm,TD-W 1701,24 / 150
20184_PSY.html,PSY     133,L&S,4.0,Optional,M W,3:30pm - 4:45pm,IV   THEA2,18 / 144
20184_PSY.html,PSY     136,L&S,4.0,Optional,T R,2:00pm - 3:15pm,IV   THEA2,39 / 145
20184_PSY.html,PSY     137,L&S,4.0,Optional,T R,3:30pm - 4:45pm,TD-W 1701,0 / 150
20184_PSY.html,PSY     138L,L&S,5.0,Letter,M,1:00pm - 2:50pm,GIRV 1119,21 / 48
20184_PSY.html,PSY     138L,L&S,5.0,Letter,T,1:00pm - 3:50pm,PSYCH3113,6 / 12
20184_PSY.html,PSY     138L,L&S,5.0,Letter,W,1:00pm - 3:50pm,PSYCH3113,11 / 12
20184_PSY.html,PSY     138L,L&S,5.0,Letter,R,1:00pm - 3:50pm,PSYCH3113,1 / 12
20184_PSY.html,PSY     138L,L&S,5.0,Letter,F,1:00pm - 3:50pm,PSYCH3113,3 / 12
20184_PSY.html,PSY     145,L&S,4.0,Optional,T R,12:30pm - 1:45pm,NH   1006,18 / 124
20184_PSY.html,PSY     150L,L&S,5.0,Letter,M,10:00am - 11:50am,PSY-E3834,18 / 40
20184_PSY.html,PSY     150L,L&S,5.0,Letter,W,3:00pm - 5:50pm,PSY-E2822,11 / 20
20184_PSY.html,PSY     150L,L&S,5.0,Letter,W,6:00pm - 8:50pm,PSY-E2822,7 / 20
20184_PSY.html,PSY     154,L&S,4.0,Optional,T R,2:00pm - 3:15pm,GIRV 1004,22 / 200
20184_PSY.html,PSY     155,L&S,4.0,Optional,T,5:00pm - 7:50pm,GIRV 1004,10 / 188
20184_PSY.html,PSY     197A,L&S,4.0,Optional,N/A,N/A,N/A,0 / 1
20184_PSY.html,PSY     198,L&S,1.0 - 4.0,Optional,N/A,N/A,N/A,0 / 1
20184_PSY.html,PSY     199,L&S,1.0 - 4.0,Letter,N/A,N/A,N/A,0 / 1
20184_PSY.html,PSY     199P,L&S,1.0 - 4.0,Pass/No Pass,N/A,N/A,N/A,0 / 1

20184_MUS.html,MUS       3A,L&S,4.0,Letter,M W,1:30pm - 2:50pm,MUSIC1145,2 / 50
20184_MUS.html,MUS       3A,L&S,4.0,Letter,R,10:00am - 10:50am,MUSIC2224,2 / 25
20184_MUS.html,MUS       3A,L&S,4.0,Letter,R,11:00am - 11:50am,MUSIC2224,0 / 25
20184_MUS.html,MUS       4A,L&S,1.0,Letter,M W F,8:00 am - 8:50 am,MUSIC2230,1 / 25
20184_MUS.html,MUS       4A,L&S,1.0,Letter,M W F,8:00 am - 8:50 am,MUSIC1213,0 / 25
20184_MUS.html,MUS       4A,L&S,1.0,Letter,M W F,8:00 am - 8:50 am,MUSIC2224,0 / 25
20184_MUS.html,MUS       4D,L&S,1.0,Letter,M W F,10:00am - 10:50am,MUSIC2230,2 / 15
20184_MUS.html,MUS       4D,L&S,1.0,Letter,M W F,10:00am - 10:50am,MUSIC1213,0 / 15
20184_MUS.html,MUS       4D,L&S,1.0,Letter,M W F,10:00am - 10:50am,MUSIC2224,0 / 15
20184_MUS.html,MUS       5A,L&S,4.0,Letter,M W F,9:00 am - 9:50 am,MUSIC1145,8 / 40
20184_MUS.html,MUS       5A,L&S,4.0,Letter,T,9:00 am - 9:50 am,MUSIC2230,3 / 20
20184_MUS.html,MUS       5A,L&S,4.0,Letter,T,10:00am - 10:50am,MUSIC2230,5 / 20
20184_MUS.html,MUS       8,L&S,2.0,Letter,M,11:00am - 12:50pm,MUSIC1145,1 / 10
20184_MUS.html,MUS      10A,L&S,4.0,Letter,T R,11:00am - 12:20pm,MUSIC1145,0 / 50
20184_MUS.html,MUS      10A,L&S,4.0,Letter,T,2:00pm - 2:50pm,MUSIC1207,0 / 25
20184_MUS.html,MUS      10A,L&S,4.0,Letter,T,3:00pm - 3:50pm,MUSIC1207,0 / 25
20184_MUS.html,MUS      11,L&S,4.0,Optional,M W F,8:00 am - 8:50 am,MUSIC1145,21 / 70
20184_MUS.html,MUS      11,L&S,4.0,Optional,T,12:00pm - 12:50pm,MUSIC2224,3 / 14
20184_MUS.html,MUS      11,L&S,4.0,Optional,T,10:00am - 10:50am,MUSIC2224,4 / 14
20184_MUS.html,MUS      11,L&S,4.0,Optional,R,9:00 am - 9:50 am,MUSIC1145,2 / 14
20184_MUS.html,MUS      11,L&S,4.0,Optional,T,9:00 am - 9:50 am,MUSIC1232,1 / 14
20184_MUS.html,MUS      11,L&S,4.0,Optional,R,11:00am - 11:50am,MUSIC1213,2 / 14
20184_MUS.html,MUS      11,L&S,4.0,Optional,T,11:00am - 11:50am,MUSIC2224,0 / 14
20184_MUS.html,MUS      11,L&S,4.0,Optional,R,10:00am - 10:50am,MUSIC1145,1 / 14
20184_MUS.html,MUS      11,L&S,4.0,Optional,R,12:00pm - 12:50pm,MUSIC1213,0 / 14
20184_MUS.html,MUS      11,L&S,4.0,Optional,T,1:00pm - 1:50pm,MUSIC2224,1 / 14
20184_MUS.html,MUS      11,L&S,4.0,Optional,T,2:00pm - 2:50pm,MUSIC2224,7 / 14
20184_MUS.html,MUS      15,L&S,4.0,Optional,T R,11:00am - 12:15pm,MUSICLLCH,96 / 250
20184_MUS.html,MUS      15,L&S,4.0,Optional,M,11:00am - 11:50am,MUSIC1207,14 / 30
20184_MUS.html,MUS      15,L&S,4.0,Optional,T,9:00 am - 9:50 am,MUSIC2224,5 / 30
20184_MUS.html,MUS      15,L&S,4.0,Optional,M,9:00 am - 9:50 am,MUSIC1207,2 / 30
20184_MUS.html,MUS      15,L&S,4.0,Optional,M,10:00am - 10:50am,MUSIC1207,7 / 30
20184_MUS.html,MUS      15,L&S,4.0,Optional,F,1:00pm - 1:50pm,MUSIC1207,6 / 30
20184_MUS.html,MUS      15,L&S,4.0,Optional,W,10:00am - 10:50am,MUSIC1207,12 / 30
20184_MUS.html,MUS      15,L&S,4.0,Optional,T,8:00 am - 8:50 am,MUSIC1213,0 / 30
20184_MUS.html,MUS      15,L&S,4.0,Optional,R,10:00am - 10:50am,MUSIC2230,7 / 30
20184_MUS.html,MUS      15,L&S,4.0,Optional,T,8:00 am - 8:50 am,MUSIC2224,0 / 30
20184_MUS.html,MUS      15,L&S,4.0,Optional,M,12:00pm - 12:50pm,MUSIC1207,5 / 30
20184_MUS.html,MUS      15,L&S,4.0,Optional,W,12:00pm - 12:50pm,MUSIC1207,12 / 30
20184_MUS.html,MUS      15,L&S,4.0,Optional,F,12:00pm - 12:50pm,MUSIC1207,3 / 30
20184_MUS.html,MUS      15,L&S,4.0,Optional,R,9:00 am - 9:50 am,MUSIC2230,3 / 30
20184_MUS.html,MUS      15,L&S,4.0,Optional,R,1:00pm - 1:50pm,MUSIC2224,5 / 30
20184_MUS.html,MUS      15,L&S,4.0,Optional,T,1:00pm - 1:50pm,MUSIC1207,15 / 30
20184_MUS.html,MUS      17,L&S,4.0,Optional,M W F,10:00am - 10:50am,MUSIC1145,13 / 100
20184_MUS.html,MUS      17,L&S,4.0,Optional,M,9:00 am - 9:50 am,MUSIC1213,2 / 23
20184_MUS.html,MUS      17,L&S,4.0,Optional,M,11:00am - 11:50am,MUSIC1213,6 / 24
20184_MUS.html,MUS      17,L&S,4.0,Optional,T,9:00 am - 9:50 am,MUSIC1207,0 / 23
20184_MUS.html,MUS      17,L&S,4.0,Optional,T,10:00am - 10:50am,MUSIC1207,1 / 24
20184_MUS.html,MUS      17,L&S,4.0,Optional,T,11:00am - 11:50am,MUSIC1207,2 / 23
20184_MUS.html,MUS      17,L&S,4.0,Optional,T,12:00pm - 12:50pm,MUSIC1207,2 / 23
20184_MUS.html,MUS      20A,L&S,1.0,Letter,M W,3:30pm - 4:45pm,MUSIC1207,5 / 30
20184_MUS.html,MUS      20B,L&S,1.0,Letter,T R,9:30 am - 10:45am,MUSIC1219,1 / 20

20184_MUS.html,MUS      22D,L&S,1.0,Letter,R,5:00pm - 6:15pm,MUSIC1213,1 / 15


20184_MUS.html,MUS      22P,L&S,1.0,Letter,M,7:00pm - 9:00pm,MUSIC2230,0 / 25











20184_MUS.html,MUS      27C,L&S,1.0 - 3.0,Letter,W,6:00pm - 7:00pm,MUSICGHALL,0 / 10






20184_MUS.html,MUS      31A,L&S,1.0,Letter,M W F,10:00am - 10:50am,MUSIC1232,1 / 12
20184_MUS.html,MUS      31A,L&S,1.0,Letter,M W F,11:00am - 11:50am,MUSIC1232,1 / 12
20184_MUS.html,MUS      31A,L&S,1.0,Letter,M W F,12:00pm - 12:50pm,MUSIC1232,0 / 12






20184_MUS.html,MUS      35A,L&S,1.0,Letter,M,2:30pm - 4:00pm,MUSICGHALL,0 / 5





20184_MUS.html,MUS      88,L&S,2.0,Letter,M,2:00pm - 4:00pm,MUSIC2230,0 / 10
20184_MUS.html,MUS      94,L&S,1.0,Letter,N/A,N/A,N/A,0 / 15
20184_MUS.html,MUS      97,L&S,2.0,Letter,N/A,N/A,N/A,0 / 15
20184_MUS.html,MUS      97B,L&S,2.0,Letter,N/A,N/A,N/A,0 / 15
20184_MUS.html,MUS      98,L&S,1.0 - 3.0,Letter,N/A,N/A,N/A,0 / 15
20184_MUS.html,MUS      99,L&S,1.0 - 3.0,Letter,N/A,N/A,N/A,0 / 15


20184_MUS.html,MUS     101A,L&S,2.0,Letter,T R,2:00pm - 3:15pm,MUSIC2230,2 / 20
20184_MUS.html,MUS  CS 105,CRST,1.0 - 6.0,Pass/No Pass,M W,12:00pm - 1:15pm,CRST 154,3 / 15
20184_MUS.html,MUS  CS 105,CRST,1.0 - 6.0,Pass/No Pass,T R,12:30pm - 1:45pm,CRST 154,2 / 15
20184_MUS.html,MUS     106A,L&S,2.0,Letter,M W F,12:00pm - 12:50pm,MUSIC2230,0 / 20

20184_MUS.html,MUS     109LA,L&S,2.0,Letter,M,3:00pm - 4:50pm,MUSIC2215,1 / 20
20184_MUS.html,MUS     114,L&S,4.0,Optional,T R,12:30pm - 1:45pm,MUSIC1145,30 / 120
20184_MUS.html,MUS     114,L&S,4.0,Optional,T,8:00 am - 8:50 am,MUSIC1145,3 / 20
20184_MUS.html,MUS     114,L&S,4.0,Optional,T,9:00 am - 9:50 am,MUSIC1145,6 / 20
20184_MUS.html,MUS     114,L&S,4.0,Optional,R,9:00 am - 9:50 am,MUSIC1207,2 / 20
20184_MUS.html,MUS     114,L&S,4.0,Optional,F,12:00pm - 12:50pm,MUSIC1213,3 / 20
20184_MUS.html,MUS     114,L&S,4.0,Optional,F,11:00am - 11:50am,MUSIC1213,1 / 20
20184_MUS.html,MUS     114,L&S,4.0,Optional,W,11:00am - 11:50am,MUSIC1213,15 / 20
20184_MUS.html,MUS     115,L&S,4.0,Optional,T R,11:00am - 12:15pm,MUSIC,3 / 30
20184_MUS.html,MUS     122D,L&S,1.0,Letter,R,5:00pm - 6:15pm,MUSIC1213,1 / 10

20184_MUS.html,MUS     122P,L&S,1.0,Letter,M,7:00pm - 9:00pm,MUSIC2230,2 / 10


20184_MUS.html,MUS     125,L&S,1.0 - 4.0,Letter,W,2:30pm - 4:00pm,MUSICGHALL,0 / 10





20184_MUS.html,MUS     127C,L&S,1.0 - 4.0,Letter,W,6:00pm - 7:00pm,MUSICGHALL,0 / 10








20184_MUS.html,MUS     150,L&S,2.0,Letter,R,9:00 am - 10:50am,MUSICGHALL,0 / 20






20184_MUS.html,MUS     160A,L&S,4.0,Letter,M W F,11:00am - 11:50am,MUSIC2224,3 / 30
20184_MUS.html,MUS     160D,L&S,3.0,Optional,F,1:00pm - 3:50pm,MUSIC,5 / 30


20184_MUS.html,MUS     176,L&S,4.0,Letter,T,12:30pm - 3:30pm,MUSIC1213,2 / 20
20184_MUS.html,MUS     182,L&S,4.0,Letter,T,1:00pm - 3:30pm,MUSIC,1 / 20
20184_MUS.html,MUS     188,L&S,1.0,Pass/No Pass,W,3:30pm - 5:00pm,MUSIC1213,0 / 10
20184_MUS.html,MUS     192A,L&S,1.0,Letter,N/A,N/A,N/A,0 / 10
20184_MUS.html,MUS     192B,L&S,1.0,Letter,N/A,N/A,N/A,0 / 15
20184_MUS.html,MUS     192C,L&S,1.0,Letter,N/A,N/A,N/A,0 / 15
20184_MUS.html,MUS     195,L&S,2.0,Letter,N/A,N/A,N/A,0 / 20
20184_MUS.html,MUS     195B,L&S,2.0,Letter,N/A,N/A,N/A,0 / 20
20184_MUS.html,MUS     196,L&S,4.0,Letter,N/A,N/A,N/A,0 / 15
20184_MUS.html,MUS     197,L&S,3.0,Letter,N/A,N/A,N/A,0 / 20
20184_MUS.html,MUS     197B,L&S,3.0,Letter,N/A,N/A,N/A,0 / 10
20184_MUS.html,MUS     198,L&S,1.0 - 4.0,Letter,N/A,N/A,N/A,0 / 10
20184_MUS.html,MUS     199,L&S,1.0 - 4.0,Optional,N/A,N/A,N/A,0 / 0
20184_MUS.html,MUS     199RA,L&S,1.0 - 4.0,Letter,N/A,N/A,N/A,0 / 10
20184_ASTRO.html,ASTRO     1,L&S,4.0,Optional,T R,2:00pm - 3:15pm,BRDA 1610,11 / 71
20184_ASTRO.html,ASTRO     1,L&S,4.0,Optional,F,9:00 am - 9:50 am,SH   1430,1 / 49
20184_ASTRO.html,ASTRO     1,L&S,4.0,Optional,W,1:00pm - 1:50pm,GIRV 1119,4 / 47
20184_ASTRO.html,ASTRO     1,L&S,4.0,Optional,W,5:00pm - 5:50pm,GIRV 1115,0 / 47
20184_ASTRO.html,ASTRO     1,L&S,4.0,Optional,W,4:00pm - 4:50pm,GIRV 1115,3 / 47
20184_ASTRO.html,ASTRO     1,L&S,4.0,Optional,W,6:00pm - 6:50pm,ARTS 1349,0 / 49
20184_ASTRO.html,ASTRO     1,L&S,4.0,Optional,M,4:00pm - 4:50pm,GIRV 1115,3 / 47
20184_ASTRO.html,ASTRO     1H,L&S,1.0,Optional,W,2:00pm - 3:15pm,GIRV 2112,1 / 30
20184_CMPSC.html,CMPSC    24,ENGR,4.0,Letter,T R,9:30 am - 10:45am,PSYCH1924,4 / 105
20184_CMPSC.html,CMPSC    24,ENGR,4.0,Letter,R,1:00pm - 1:50pm,PHELP3525,3 / 26
20184_CMPSC.html,CMPSC    24,ENGR,4.0,Letter,R,2:00pm - 2:50pm,PHELP3525,1 / 30
20184_CMPSC.html,CMPSC    24,ENGR,4.0,Letter,R,3:00pm - 3:50pm,PHELP3525,0 / 26
20184_CMPSC.html,CMPSC    24,ENGR,4.0,Letter,R,4:00pm - 4:50pm,PHELP3525,0 / 27
20184_CMPSC.html,CMPSC    32,ENGR,4.0,Letter,T R,2:00pm - 3:15pm,CHEM 1171,24 / 85
20184_CMPSC.html,CMPSC    32,ENGR,4.0,Letter,M,12:00pm - 12:50pm,PHELP3525,7 / 21
20184_CMPSC.html,CMPSC    32,ENGR,4.0,Letter,M,1:00pm - 1:50pm,PHELP3525,9 / 21
20184_CMPSC.html,CMPSC    32,ENGR,4.0,Letter,M,2:00pm - 2:50pm,PHELP3525,5 / 21
20184_CMPSC.html,CMPSC    32,ENGR,4.0,Letter,M,3:00pm - 3:50pm,PHELP3525,3 / 22
20184_CMPSC.html,CMPSC    40,ENGR,5.0,Letter,T R,11:00am - 12:15pm,GIRV 2128,10 / 70
20184_CMPSC.html,CMPSC    40,ENGR,5.0,Letter,T,5:00pm - 5:50pm,PHELP2514,9 / 35
20184_CMPSC.html,CMPSC    40,ENGR,5.0,Letter,T,6:00pm - 6:50pm,PHELP1445,1 / 35
20184_CMPSC.html,CMPSC    56,ENGR,4.0,Letter,M W,12:30pm - 1:45pm,PHELP1260,20 / 90
20184_CMPSC.html,CMPSC    56,ENGR,4.0,Letter,R,5:00pm - 5:50pm,PHELP3525,17 / 30
20184_CMPSC.html,CMPSC    56,ENGR,4.0,Letter,R,6:00pm - 6:50pm,PHELP3525,1 / 30
20184_CMPSC.html,CMPSC    56,ENGR,4.0,Letter,R,7:00pm - 7:50pm,PHELP3525,2 / 30
20184_CMPSC.html,CMPSC    64,ENGR,4.0,Letter,M W,9:30 am - 10:45am,GIRV 2128,14 / 70
20184_CMPSC.html,CMPSC    64,ENGR,4.0,Letter,T,9:00 am - 9:50 am,PHELP3525,0 / 23
20184_CMPSC.html,CMPSC    64,ENGR,4.0,Letter,T,10:00am - 10:50am,PHELP3525,10 / 23
20184_CMPSC.html,CMPSC    64,ENGR,4.0,Letter,T,11:00am - 11:50am,PHELP3525,4 / 24
20184_CMPSC.html,CMPSC    99,ENGR,1.0 - 4.0,Pass/No Pass,N/A,N/A,N/A,0 / 5
20184_CMPSC.html,CMPSC   130A,ENGR,4.0,Letter,M W,11:00am - 12:15pm,PSYCH1902,56 / 75
20184_CMPSC.html,CMPSC   130A,ENGR,4.0,Letter,F,9:00 am - 9:50 am,GIRV 2129,26 / 37
20184_CMPSC.html,CMPSC   130A,ENGR,4.0,Letter,F,10:00am - 10:50am,387  1015,30 / 30
20184_CMPSC.html,CMPSC   138,ENGR,4.0,Letter,T R,11:00am - 12:15pm,HSSB 1173,21 / 75
20184_CMPSC.html,CMPSC   138,ENGR,4.0,Letter,T,5:00pm - 5:50pm,387  1011,19 / 37
20184_CMPSC.html,CMPSC   138,ENGR,4.0,Letter,T,6:00pm - 6:50pm,GIRV 2112,2 / 38
20184_CMPSC.html,CMPSC   162,ENGR,4.0,Letter,T R,3:30pm - 4:45pm,PHELP3526,64 / 80
20184_CMPSC.html,CMPSC   162,ENGR,4.0,Letter,T,5:00pm - 6:50pm,PHELP3526,64 / 80
20184_CMPSC.html,CMPSC   165A,ENGR,4.0,Letter,M W,11:00am - 12:15pm,GIRV 2128,45 / 70
20184_CMPSC.html,CMPSC   165A,ENGR,4.0,Letter,W,5:00pm - 5:50pm,PHELP1445,35 / 35
20184_CMPSC.html,CMPSC   165A,ENGR,4.0,Letter,W,6:00pm - 6:50pm,PHELP1444,10 / 35
20184_CMPSC.html,CMPSC   170,ENGR,4.0,Letter,M W,9:30 am - 10:45am,NH   1105,31 / 65
20184_CMPSC.html,CMPSC   170,ENGR,4.0,Letter,F,9:00 am - 9:50 am,PHELP1448,5 / 33
20184_CMPSC.html,CMPSC   170,ENGR,4.0,Letter,F,10:00am - 10:50am,PHELP1448,26 / 32
20184_CMPSC.html,CMPSC   174A,ENGR,4.0,Letter,T R,9:30 am - 10:45am,GIRV 2128,19 / 70
20184_CMPSC.html,CMPSC   174A,ENGR,4.0,Letter,T,4:00pm - 4:50pm,GIRV 2123,11 / 35
20184_CMPSC.html,CMPSC   174A,ENGR,4.0,Letter,T,5:00pm - 5:50pm,GIRV 2116,8 / 35
20184_CMPSC.html,CMPSC   176A,ENGR,4.0,Letter,T R,11:00am - 12:15pm,CHEM 1171,52 / 105
20184_CMPSC.html,CMPSC   176A,ENGR,4.0,Letter,F,11:00am - 11:50am,PHELP1444,35 / 35
20184_CMPSC.html,CMPSC   176A,ENGR,4.0,Letter,F,12:00pm - 12:50pm,PHELP2514,12 / 35
20184_CMPSC.html,CMPSC   176A,ENGR,4.0,Letter,F,1:00pm - 1:50pm,PHELP2514,5 / 35
20184_CMPSC.html,CMPSC   177,ENGR,4.0,Letter,T R,12:30pm - 1:45pm,GIRV 2128,44 / 70
20184_CMPSC.html,CMPSC   177,ENGR,4.0,Letter,F,11:00am - 11:50am,PHELP1440,26 / 35
20184_CMPSC.html,CMPSC   177,ENGR,4.0,Letter,F,12:00pm - 12:50pm,PHELP1448,18 / 35
20184_CMPSC.html,CMPSC   184,ENGR,4.0,Letter,M W,2:00pm - 3:15pm,ARTS 1349,37 / 50
20184_CMPSC.html,CMPSC   184,ENGR,4.0,Letter,F,11:00am - 11:50am,PHELP3526,37 / 50
20184_CMPSC.html,CMPSC   189A,ENGR,4.0,Letter,M,12:00pm - 1:50pm,PHELP1437,25 / 25
20184_CMPSC.html,CMPSC   189A,ENGR,4.0,Letter,R,5:00pm - 5:50pm,ESB  1003,25 / 55
20184_CMPSC.html,CMPSC   190I,ENGR,4.0,Letter,T R,1:00pm - 2:50pm,PHELP3526,21 / 20
20184_CMPSC.html,CMPSC   190J,ENGR,4.0,Letter,F,2:00pm - 3:15pm,HFH  1152,0 / 15
20184_CMPSC.html,CMPSC   192,ENGR,1.0 - 5.0,Letter,N/A,N/A,N/A,0 / 10
20184_CMPSC.html,CMPSC   193,ENGR,1.0 - 4.0,Pass/No Pass,N/A,N/A,N/A,0 / 10
20184_CMPSC.html,CMPSC   196,ENGR,2.0 - 4.0,Optional,N/A,N/A,N/A,0 / 10
20184_CMPSC.html,CMPSC   199,ENGR,1.0 - 5.0,Pass/No Pass,N/A,N/A,N/A,0 / 10
20184_GLOBL.html,GLOBL     1,L&S,4.0,Optional,T R,11:00am - 12:15pm,CHEM 1179,6 / 300
20184_GLOBL.html,GLOBL     1,L&S,4.0,Optional,W,7:00pm - 7:50pm,LSB  1101,2 / 20
20184_GLOBL.html,GLOBL     1,L&S,4.0,Optional,F,10:00am - 10:50am,HSSB 1210,0 / 20
20184_GLOBL.html,GLOBL     1,L&S,4.0,Optional,T,7:00pm - 7:50pm,HSSB 4202,0 / 20
20184_GLOBL.html,GLOBL     1,L&S,4.0,Optional,R,7:00pm - 7:50pm,BUCHN1934,0 / 20
20184_GLOBL.html,GLOBL     1,L&S,4.0,Optional,M,7:00pm - 7:50pm,HSSB 4202,0 / 20
20184_GLOBL.html,GLOBL     1,L&S,4.0,Optional,W,8:00 am - 8:50 am,BUCHN1934,1 / 20
20184_GLOBL.html,GLOBL     1,L&S,4.0,Optional,R,7:00pm - 7:50pm,HSSB 4202,0 / 20
20184_GLOBL.html,GLOBL     1,L&S,4.0,Optional,F,9:00 am - 9:50 am,HSSB 4201,1 / 20
20184_GLOBL.html,GLOBL     1,L&S,4.0,Optional,F,12:00pm - 12:50pm,SH   1609,0 / 20
20184_GLOBL.html,GLOBL     1,L&S,4.0,Optional,T,7:00pm - 7:50pm,HSSB 4201,0 / 20
