20184_WRIT.html,WRIT    105SW,L&S,4.0,Letter,M W,11:00am - 12:15pm,PHELP1517,8 / 25
20184_WRIT.html,WRIT    105WE,L&S,4.0,Letter,M W,11:00am - 12:15pm,HSSB 1236,4 / 25
20184_WRIT.html,WRIT    105WE,L&S,4.0,Letter,T R,2:00pm - 3:15pm,HSSB 2251,9 / 25
20184_WRIT.html,WRIT    107A,L&S,4.0,Letter,M W,2:00pm - 3:15pm,SH   1609,2 / 25
20184_WRIT.html,WRIT    107B,L&S,4.0,Letter,T R,12:30pm - 1:45pm,HSSB 1207,1 / 25
20184_WRIT.html,WRIT    107B,L&S,4.0,Letter,T R,11:00am - 12:15pm,SSMS 1007,5 / 25
20184_WRIT.html,WRIT    107B,L&S,4.0,Letter,T R,9:30 am - 10:45am,SSMS 1007,1 / 25
20184_WRIT.html,WRIT    107B,L&S,4.0,Letter,M W,3:30pm - 4:45pm,HSSB 1207,10 / 25
20184_WRIT.html,WRIT    107B,L&S,4.0,Letter,T R,8:00 am - 9:15 am,HSSB 1207,16 / 25
20184_WRIT.html,WRIT    107B,L&S,4.0,Letter,M W,2:00pm - 3:15pm,HSSB 1207,11 / 25
20184_WRIT.html,WRIT    107EP,L&S,4.0,Letter,T R,11:00am - 12:15pm,HSSB 1207,3 / 25
20184_WRIT.html,WRIT    107G,L&S,4.0,Letter,T R,12:30pm - 1:45pm,PHELP1529,9 / 25
20184_WRIT.html,WRIT    107G,L&S,4.0,Letter,M W,11:00am - 12:15pm,PHELP1518,2 / 25
20184_WRIT.html,WRIT    107G,L&S,4.0,Letter,M W,2:00pm - 3:15pm,PHELP1525,0 / 25
20184_WRIT.html,WRIT    107J,L&S,4.0,Letter,M W,12:30pm - 1:45pm,PHELP1518,1 / 25
20184_WRIT.html,WRIT    107J,L&S,4.0,Letter,T R,11:00am - 12:15pm,PHELP1517,7 / 25
20184_WRIT.html,WRIT    107J,L&S,4.0,Letter,T R,9:30 am - 10:45am,PHELP1517,1 / 25
20184_WRIT.html,WRIT    107L,L&S,4.0,Letter,M W,2:00pm - 3:15pm,HSSB 1215,15 / 25
20184_WRIT.html,WRIT    107L,L&S,4.0,Letter,M W,9:30 am - 10:45am,PHELP1529,6 / 25
20184_WRIT.html,WRIT    107M,L&S,4.0,Letter,T R,12:30pm - 1:45pm,HSSB 1228,12 / 25
20184_WRIT.html,WRIT    107P,L&S,4.0,Letter,T R,11:00am - 12:15pm,PHELP1529,8 / 25
20184_WRIT.html,WRIT    107P,L&S,4.0,Letter,M W,9:30 am - 10:45am,PHELP1513,6 / 25
20184_WRIT.html,WRIT    107T,L&S,4.0,Letter,T R,9:30 am - 10:45am,HSSB 1233,5 / 23
20184_WRIT.html,WRIT    107T,L&S,4.0,Letter,T R,11:00am - 12:15pm,HSSB 1237,4 / 23
20184_WRIT.html,WRIT    107WC,L&S,4.0,Letter,M W,3:30pm - 4:45pm,SSMS 1005,4 / 25
20184_WRIT.html,WRIT    107WC,L&S,4.0,Letter,T R,8:00 am - 9:15 am,PHELP1517,0 / 25
20184_WRIT.html,WRIT    109ED,L&S,4.0,Letter,M W,12:30pm - 1:45pm,HSSB 1231,5 / 25
20184_WRIT.html,WRIT    109ED,L&S,4.0,Letter,M W,2:00pm - 3:15pm,HSSB 1223,2 / 25
20184_WRIT.html,WRIT    109F,L&S,4.0,Letter,T R,2:00pm - 3:15pm,LSB  1101,0 / 25
20184_WRIT.html,WRIT    109F,L&S,4.0,Letter,T R,12:30pm - 1:45pm,LSB  1101,6 / 25
20184_WRIT.html,WRIT    109HP,L&S,4.0,Letter,T R,11:00am - 12:15pm,PHELP1525,25 / 25
20184_WRIT.html,WRIT    109HP,L&S,4.0,Letter,T R,9:30 am - 10:45am,PHELP1525,25 / 25
20184_WRIT.html,WRIT    109HU,L&S,4.0,Letter,M W,12:30pm - 1:45pm,SSMS 1005,2 / 25
20184_WRIT.html,WRIT    109HU,L&S,4.0,Letter,M W,9:30 am - 10:45am,BUCHN1934,0 / 25
20184_WRIT.html,WRIT    109SS,L&S,4.0,Letter,T R,9:30 am - 10:45am,LSB  1101,5 / 25
20184_WRIT.html,WRIT    109SS,L&S,4.0,Letter,T R,11:00am - 12:15pm,LSB  1101,2 / 25
20184_WRIT.html,WRIT    109SS,L&S,4.0,Letter,T R,12:30pm - 1:45pm,SSMS 1007,3 / 25
20184_WRIT.html,WRIT    109SS,L&S,4.0,Letter,T R,2:00pm - 3:15pm,SSMS 1007,1 / 25
20184_WRIT.html,WRIT    109ST,L&S,4.0,Letter,T R,11:00am - 12:15pm,HSSB 1236,20 / 20
20184_WRIT.html,WRIT    109ST,L&S,4.0,Letter,M W,2:00pm - 3:15pm,PHELP1518,18 / 20
20184_WRIT.html,WRIT    109ST,L&S,4.0,Letter,M W,3:30pm - 4:45pm,PHELP1518,12 / 20
20184_WRIT.html,WRIT    109V,L&S,4.0,Letter,M W,12:30pm - 1:45pm,PHELP1517,7 / 25
20184_WRIT.html,WRIT    126,L&S,4.0,Letter,T R,5:00pm - 6:15pm,PHELP1529,1 / 25
20184_WRIT.html,WRIT    199,L&S,1.0 - 4.0,Letter,N/A,N/A,N/A,0 / 10
20184_LING.html,LING      2G,L&S,4.0,Pass/No Pass,M W,10:00am - 11:50am,GIRV 2110,3 / 15
20184_LING.html,LING      3A,L&S,4.0,Pass/No Pass,M W,2:00pm - 3:50pm,HSSB 2251,0 / 18
20184_LING.html,LING      3A,L&S,4.0,Pass/No Pass,T R,8:00 am - 9:50 am,PHELP2536,0 / 18
20184_LING.html,LING      3A,L&S,4.0,Pass/No Pass,M W,12:00pm - 1:50pm,GIRV 2119,0 / 18
20184_LING.html,LING      3A,L&S,4.0,Pass/No Pass,T R,2:00pm - 3:50pm,PHELP3523,0 / 18
20184_LING.html,LING      3A,L&S,4.0,Pass/No Pass,M W,9:00 am - 10:50am,PHELP3523,0 / 18
20184_LING.html,LING      3B,L&S,4.0,Letter,T R,5:00pm - 6:50pm,HSSB 1224,0 / 18
20184_LING.html,LING      3B,L&S,4.0,Letter,M W,8:00 am - 9:50 am,HSSB 1236,0 / 18
20184_LING.html,LING      3B,L&S,4.0,Letter,T R,12:00pm - 1:50pm,BUCHN1934,0 / 18
20184_LING.html,LING      3B,L&S,4.0,Letter,M W,12:00pm - 1:50pm,GIRV 2127,0 / 18
20184_LING.html,LING      3B,L&S,4.0,Letter,T R,3:00pm - 4:50pm,GIRV 2115,0 / 18
20184_LING.html,LING      3B,L&S,4.0,Letter,M W,3:00pm - 4:50pm,HSSB 1233,0 / 18
20184_LING.html,LING      3B,L&S,4.0,Letter,T R,9:00 am - 10:50am,HSSB 1228,0 / 18
20184_LING.html,LING      3B,L&S,4.0,Letter,M W,11:00am - 12:50pm,PHELP1508,0 / 18
20184_LING.html,LING      3C,L&S,4.0,Letter,M W,3:00pm - 4:50pm,HSSB 1232,0 / 18
20184_LING.html,LING      3C,L&S,4.0,Letter,T R,9:00 am - 10:50am,HSSB 1206,2 / 18
20184_LING.html,LING      3C,L&S,4.0,Letter,M W,12:00pm - 1:50pm,NH   1111,0 / 18
20184_LING.html,LING      3C,L&S,4.0,Letter,T R,11:00am - 12:50pm,HSSB 1206,0 / 18
20184_LING.html,LING      3C,L&S,4.0,Letter,M W,9:00 am - 10:50am,PHELP2532,0 / 18
20184_LING.html,LING      3C,L&S,4.0,Letter,T R,10:00am - 11:50am,BUCHN1934,0 / 18
20184_LING.html,LING      4,L&S,1.0 - 3.0,Pass/No Pass,N/A,N/A,N/A,0 / 15
20184_LING.html,LING      5,L&S,3.0,Pass/No Pass,T R,5:00pm - 6:50pm,HSSB 1223,1 / 15
20184_LING.html,LING      7,L&S,3.0,Pass/No Pass,M W,5:00pm - 6:50pm,GIRV 2110,0 / 15
20184_LING.html,LING      8,L&S,3.0,Optional,T R,4:00pm - 5:50pm,GIRV 2110,1 / 15
20184_LING.html,LING     12,L&S,4.0,Letter,M W,3:00pm - 4:50pm,HSSB 1236,0 / 18
20184_LING.html,LING     12,L&S,4.0,Letter,T R,12:00pm - 1:50pm,PHELP1448,0 / 18
20184_LING.html,LING     12,L&S,4.0,Letter,T R,9:00 am - 10:50am,HSSB 1210,0 / 18
20184_LING.html,LING     12,L&S,4.0,Letter,M W,2:00pm - 3:50pm,HSSB 1237,2 / 18
20184_LING.html,LING     12,L&S,4.0,Letter,M W,12:00pm - 1:50pm,GIRV 2123,1 / 18
20184_LING.html,LING     12,L&S,4.0,Letter,T R,11:00am - 12:50pm,HSSB 2251,0 / 18
20184_LING.html,LING     12,L&S,4.0,Letter,T R,2:00pm - 3:50pm,PHELP3519,0 / 18
20184_LING.html,LING     14,L&S,4.0,Letter,M W,3:30pm - 4:45pm,GIRV 1108,0 / 20
20184_LING.html,LING     20,L&S,4.0,Optional,T R,8:00 am - 9:15 am,EMBARHALL,12 / 125
20184_LING.html,LING     20,L&S,4.0,Optional,T,4:00pm - 4:50pm,GIRV 2120,3 / 30
20184_LING.html,LING     20,L&S,4.0,Optional,T,5:00pm - 5:50pm,GIRV 2112,2 / 30
20184_LING.html,LING     20,L&S,4.0,Optional,W,8:00 am - 8:50 am,PHELP1448,2 / 30
20184_LING.html,LING     20,L&S,4.0,Optional,W,9:00 am - 9:50 am,PHELP1445,2 / 30
20184_LING.html,LING     20,L&S,4.0,Optional,W,4:00pm - 4:50pm,PHELP1448,2 / 30
20184_LING.html,LING     20,L&S,4.0,Optional,W,5:00pm - 5:50pm,PHELP1444,0 / 30
20184_LING.html,LING     20,L&S,4.0,Optional,R,1:00pm - 1:50pm,SH   3605,1 / 30
20184_LING.html,LING     20,L&S,4.0,Optional,R,2:00pm - 2:50pm,SH   3605,0 / 30
20184_LING.html,LING     50,L&S,4.0,Optional,M W,2:00pm - 3:15pm,EMBARHALL,19 / 145
20184_LING.html,LING     50,L&S,4.0,Optional,M,5:00pm - 5:50pm,SH   3605,9 / 30
20184_LING.html,LING     50,L&S,4.0,Optional,M,6:00pm - 6:50pm,SH   3605,0 / 30
20184_LING.html,LING     50,L&S,4.0,Optional,T,8:00 am - 8:50 am,PHELP2532,0 / 30
20184_LING.html,LING     50,L&S,4.0,Optional,T,9:00 am - 9:50 am,PHELP2532,0 / 30
20184_LING.html,LING     50,L&S,4.0,Optional,W,9:00 am - 9:50 am,SH   3605,0 / 30
20184_LING.html,LING     50,L&S,4.0,Optional,W,10:00am - 10:50am,SH   3605,6 / 30
20184_LING.html,LING     50,L&S,4.0,Optional,W,11:00am - 11:50am,SH   3605,4 / 30
20184_LING.html,LING    101,L&S,4.0,Optional,T R,2:00pm - 3:15pm,TD-W 2600,12 / 60

20184_LING.html,LING    106,L&S,4.0,Optional,M W,11:00am - 12:15pm,PHELP1260,21 / 90
20184_LING.html,LING    106,L&S,4.0,Optional,T,9:00 am - 9:50 am,SH   3605,4 / 30
20184_LING.html,LING    106,L&S,4.0,Optional,T,10:00am - 10:50am,SH   3605,4 / 30
20184_LING.html,LING    106,L&S,4.0,Optional,T,11:00am - 11:50am,SH   3605,13 / 30
20184_LING.html,LING    110,L&S,4.0,Optional,M W,5:00pm - 6:15pm,PHELP2516,5 / 60
20184_LING.html,LING    110,L&S,4.0,Optional,T,12:00pm - 12:50pm,SH   3605,3 / 30
20184_LING.html,LING    110,L&S,4.0,Optional,T,1:00pm - 1:50pm,SH   3605,2 / 30
20184_LING.html,LING    117,L&S,4.0,Optional,T R,12:30pm - 1:45pm,NH   1105,29 / 60
20184_LING.html,LING    141,L&S,4.0,Optional,M W,3:30pm - 4:45pm,SH   3605,0 / 25
20184_LING.html,LING    191,L&S,1.0 - 6.0,Optional,N/A,N/A,N/A,0 / 0
20184_LING.html,LING    195A,L&S,2.0 - 3.0,Letter,N/A,N/A,N/A,0 / 10
20184_LING.html,LING    195B,L&S,2.0 - 3.0,Letter,N/A,N/A,N/A,0 / 10
20184_LING.html,LING    195C,L&S,2.0 - 3.0,Letter,N/A,N/A,N/A,0 / 10
20184_LING.html,LING    199,L&S,1.0 - 5.0,Optional,N/A,N/A,N/A,0 / 10
20184_LING.html,LING    199RA,L&S,1.0 - 5.0,Pass/No Pass,N/A,N/A,N/A,0 / 10
20184_ED.html,ED       20,GSE,3.0,Optional,M,3:30pm - 4:45pm,PHELP1260,0 / 80
20184_ED.html,ED       20,GSE,3.0,Optional,M,5:00pm - 6:15pm,GIRV 1119,0 / 20
20184_ED.html,ED       20,GSE,3.0,Optional,M,5:00pm - 6:15pm,NH   1111,0 / 20
20184_ED.html,ED       20,GSE,3.0,Optional,T,5:00pm - 6:15pm,ED   1201,0 / 20
20184_ED.html,ED       20,GSE,3.0,Optional,T,5:00pm - 6:15pm,ED   1203,0 / 20
20184_ED.html,ED       99,GSE,1.0 - 5.0,Optional,N/A,N/A,N/A,0 / 20
20184_ED.html,ED      111,GSE,4.0,Optional,W,1:00pm - 2:50pm,ED   1215,19 / 60
20184_ED.html,ED      111,GSE,4.0,Optional,F,10:00am - 10:50am,ED   1201,7 / 20
20184_ED.html,ED      111,GSE,4.0,Optional,F,11:00am - 11:50am,ED   1201,6 / 20
20184_ED.html,ED      111,GSE,4.0,Optional,F,12:00pm - 12:50pm,ED   1201,6 / 20
20184_ED.html,ED      118,GSE,4.0,Letter,R,3:30pm - 4:45pm,BRDA 1610,2 / 200
20184_ED.html,ED      118,GSE,4.0,Letter,R,5:00pm - 6:15pm,ED   1203,2 / 25
20184_ED.html,ED      118,GSE,4.0,Letter,R,5:00pm - 6:15pm,ED   1205,0 / 25
20184_ED.html,ED      118,GSE,4.0,Letter,R,5:00pm - 6:15pm,ED   1207,0 / 25
20184_ED.html,ED      118,GSE,4.0,Letter,R,5:00pm - 6:15pm,ED   1217,0 / 25
20184_ED.html,ED      118,GSE,4.0,Letter,R,5:00pm - 6:15pm,ED   4205,0 / 25
20184_ED.html,ED      118,GSE,4.0,Letter,R,5:00pm - 6:15pm,SRB  1103,0 / 25
20184_ED.html,ED      118,GSE,4.0,Letter,R,5:00pm - 6:15pm,SRB  2154,0 / 25
20184_ED.html,ED      118,GSE,4.0,Letter,R,5:00pm - 6:15pm,TD-W 2600,0 / 25


20184_ED.html,ED      120,GSE,4.0,Optional,M,1:00pm - 1:50pm,ED   2209,0 / 20
20184_ED.html,ED      121,GSE,3.0,Optional,T,10:00am - 11:50am,ED   1213,14 / 25

20184_ED.html,ED      123,GSE,4.0,Letter,R,1:00pm - 2:50pm,ED   1213,6 / 60
20184_ED.html,ED      123,GSE,4.0,Letter,F,9:00 am - 9:50 am,ED   1203,1 / 20
20184_ED.html,ED      123,GSE,4.0,Letter,F,10:00am - 10:50am,ED   1203,4 / 20
20184_ED.html,ED      123,GSE,4.0,Letter,F,11:00am - 11:50am,ED   1203,1 / 20
20184_ED.html,ED      124,GSE,4.0,Letter,M,4:00pm - 5:50pm,ED   1213,12 / 40
20184_ED.html,ED      125,GSE,4.0,Optional,T R,9:30 am - 10:45am,IV   THEA2,13 / 145
20184_ED.html,ED      125,GSE,4.0,Optional,T,1:00pm - 1:50pm,ED   1213,6 / 20
20184_ED.html,ED      125,GSE,4.0,Optional,T,2:00pm - 2:50pm,ED   1213,2 / 20
20184_ED.html,ED      125,GSE,4.0,Optional,W,12:00pm - 12:50pm,ED   1201,2 / 20
20184_ED.html,ED      125,GSE,4.0,Optional,W,1:00pm - 1:50pm,ED   1201,0 / 20
20184_ED.html,ED      125,GSE,4.0,Optional,W,2:00pm - 2:50pm,ED   1201,2 / 20
20184_ED.html,ED      125,GSE,4.0,Optional,R,1:00pm - 1:50pm,ED   4205,1 / 20
20184_ED.html,ED      125,GSE,4.0,Optional,F,12:00pm - 12:50pm,ED   1203,0 / 25
20184_ED.html,ED      128,GSE,3.0,Letter,M,2:00pm - 4:50pm,ED   1205,1 / 30
20184_ED.html,ED      130,GSE,3.0,Letter,M,10:00am - 12:50pm,ED   4219,2 / 35
20184_ED.html,ED      131,GSE,3.0,Letter,M   F,3:00pm - 4:50pm,ED   4219,4 / 30
20184_ED.html,ED      173,GSE,4.0,Optional,M,12:30pm - 1:45pm,ED   1217,0 / 40
20184_ED.html,ED      173,GSE,4.0,Optional,T,3:30pm - 4:45pm,ED   1207,0 / 20
20184_ED.html,ED      173,GSE,4.0,Optional,T,5:00pm - 6:15pm,ED   1207,0 / 20
20184_ED.html,ED      191W,GSE,4.0,Optional,T,2:00pm - 3:15pm,BRDA 1640,12 / 70
20184_ED.html,ED      191W,GSE,4.0,Optional,R,2:00pm - 3:50pm,ED   1215,12 / 35
20184_ED.html,ED      191W,GSE,4.0,Optional,R,2:00pm - 3:50pm,ED   1217,0 / 35
20184_ED.html,ED      197,GSE,2.0 - 4.0,Optional,W,10:00am - 12:50pm,ED   1215,4 / 60
20184_ED.html,ED      197,GSE,2.0 - 4.0,Optional,M,2:00pm - 4:50pm,ED   1207,0 / 20
20184_ED.html,ED      199,GSE,1.0 - 5.0,Optional,N/A,N/A,N/A,0 / 20
20184_ED.html,ED      199RA,GSE,1.0 - 5.0,Optional,N/A,N/A,N/A,0 / 20
20184_THTR.html,THTR      2B,L&S,4.0,Optional,T R,8:00 am - 9:15 am,GIRV 1004,6 / 150
20184_THTR.html,THTR      2B,L&S,4.0,Optional,T,10:00am - 10:50am,ARTS 1353,4 / 39
20184_THTR.html,THTR      2B,L&S,4.0,Optional,R,10:00am - 10:50am,PHELP3523,0 / 38
20184_THTR.html,THTR      2B,L&S,4.0,Optional,T,1:00pm - 1:50pm,GIRV 2120,2 / 38
20184_THTR.html,THTR      2B,L&S,4.0,Optional,R,2:00pm - 2:50pm,PHELP1445,0 / 35
20184_THTR.html,THTR      2C,L&S,4.0,Optional,T R,8:00 am - 9:15 am,GIRV 1004,0 / 204
20184_THTR.html,THTR      2C,L&S,4.0,Optional,T,10:00am - 10:50am,ARTS 1353,0 / 34
20184_THTR.html,THTR      2C,L&S,4.0,Optional,R,10:00am - 10:50am,PHELP3523,0 / 34


20184_THTR.html,THTR      2C,L&S,4.0,Optional,T,1:00pm - 1:50pm,GIRV 2120,0 / 34
20184_THTR.html,THTR      2C,L&S,4.0,Optional,R,2:00pm - 2:50pm,PHELP1445,0 / 34
20184_THTR.html,THTR      5,L&S,3.0,Optional,T R,9:00 am - 10:50am,HSSB 1143,0 / 18
20184_THTR.html,THTR      5,L&S,3.0,Optional,T R,1:00pm - 2:50pm,HSSB 1143,0 / 18
20184_THTR.html,THTR      5,L&S,3.0,Optional,M W,11:00am - 12:50pm,HSSB 1143,0 / 5
20184_THTR.html,THTR      5,L&S,3.0,Optional,M W,1:00pm - 2:50pm,HSSB 1143,0 / 5
20184_THTR.html,THTR      5,L&S,3.0,Optional,T R,11:00am - 12:50pm,HSSB 1143,1 / 5
20184_THTR.html,THTR      5,L&S,3.0,Optional,M W,9:00 am - 10:50am,HSSB 1143,0 / 5
20184_THTR.html,THTR      5,L&S,3.0,Optional,M W,3:00pm - 4:50pm,HSSB 1143,0 / 5
20184_THTR.html,THTR      5,L&S,3.0,Optional,T R,3:00pm - 4:50pm,HSSB 1143,1 / 5
20184_THTR.html,THTR      5,L&S,3.0,Optional,M W,9:00 am - 10:50am,TD-W 1703,0 / 5
20184_THTR.html,THTR      9,L&S,4.0,Optional,T R,1:00pm - 2:50pm,TD-E 1101,6 / 30
20184_THTR.html,THTR     10A,L&S,2.0,Letter,M W,1:00pm - 2:20pm,TD-W 1703,0 / 25
20184_THTR.html,THTR     11A,L&S,2.0,Letter,M W,11:00am - 12:20pm,TD-W 1507,0 / 25
20184_THTR.html,THTR     15A,L&S,4.0,Letter,T R,12:00pm - 2:50pm,TD-W 1507,0 / 25
20184_THTR.html,THTR     19,L&S,4.0,Optional,M W,1:00pm - 2:50pm,HSSB 1173,0 / 60
20184_THTR.html,THTR     22,L&S,4.0,Optional,T R,3:00pm - 4:50pm,TD-W 1530,3 / 20
20184_THTR.html,THTR     29A,L&S,1.0,Letter,T R,1:00pm - 2:50pm,TD-E 1119,0 / 6
20184_THTR.html,THTR     29A,L&S,1.0,Letter,T R,10:00am - 11:50am,TD-E 1119,3 / 6


20184_THTR.html,THTR     29C,L&S,1.0,Letter,T R,1:00pm - 2:50pm,TD-E 1313,1 / 6
20184_THTR.html,THTR     29C,L&S,1.0,Letter,T R,3:00pm - 4:50pm,TD-E 1313,3 / 6

20184_THTR.html,THTR     42,L&S,2.0,Optional,T,10:00am - 10:50am,TD-E 2609,0 / 10
20184_THTR.html,THTR     42,L&S,2.0,Optional,F,6:00pm - 11:50pm,EMBARHALL,0 / 10

20184_THTR.html,THTR     94,L&S,1.0 - 4.0,Letter,N/A,N/A,N/A,0 / 20
20184_THTR.html,THTR     95,L&S,2.0,Optional,W,2:00pm - 3:50pm,HSSB 1105,1 / 8
20184_THTR.html,THTR    104A,L&S,4.0,Optional,T R,11:00am - 12:50pm,HSSB 1105,0 / 15
20184_THTR.html,THTR    104B,L&S,4.0,Optional,T R,3:00pm - 4:50pm,HSSB 1105,1 / 8
20184_THTR.html,THTR    110A,L&S,2.0,Letter,M W,11:00am - 12:50pm,TD-W 1703,2 / 25
20184_THTR.html,THTR    111A,L&S,2.0,Letter,M W,9:00 am - 10:40am,TD-W 1507,2 / 25
20184_THTR.html,THTR    112,L&S,2.0,Letter,M W,2:00pm - 3:50pm,TD-W 1507,1 / 17
20184_THTR.html,THTR    123,L&S,2.0 - 4.0,Letter,T R,11:00am - 12:50pm,TD-W 1530,1 / 20
20184_THTR.html,THTR    140B,L&S,4.0,Optional,M W,1:00pm - 2:50pm,HSSB 1105,0 / 14
20184_THTR.html,THTR    142,L&S,2.0,Optional,T,10:00am - 10:50am,TD-E 2609,0 / 10
20184_THTR.html,THTR    142,L&S,2.0,Optional,F,6:00pm - 11:50pm,EMBARHALL,0 / 10

20184_THTR.html,THTR    151A,L&S,4.0,Letter,M,2:00pm - 3:50pm,TD-E 1101,1 / 17
20184_THTR.html,THTR    151A,L&S,4.0,Letter,W,1:00pm - 3:50pm,TD-E 1101,1 / 17
20184_THTR.html,THTR    151F,L&S,3.0,Letter,W F,10:00am - 12:50pm,TD-E 1101,1 / 20
20184_THTR.html,THTR    151S,L&S,3.0,Letter,M W,2:00pm - 3:50pm,TD-E 1101,0 / 20
20184_THTR.html,THTR    152A,L&S,4.0,Optional,T R,3:00pm - 4:50pm,TD-W 1507,4 / 20
20184_THTR.html,THTR    152D,L&S,4.0,Optional,M W,4:00pm - 5:50pm,TD-E 1101,0 / 20

20184_THTR.html,THTR    180A,L&S,4.0,Optional,M W,12:30pm - 1:45pm,ARTS 1349,0 / 50
20184_THTR.html,THTR    180B,L&S,4.0,Optional,M W,12:30pm - 1:45pm,ARTS 1349,12 / 50
20184_THTR.html,THTR    180E,L&S,4.0,Optional,M W,3:30pm - 4:45pm,TD-W 2600,6 / 60
20184_THTR.html,THTR    180F,L&S,4.0,Letter,T R,2:00pm - 3:50pm,NH   1105,0 / 60
20184_THTR.html,THTR    187TA,L&S,4.0,Optional,T R,11:00am - 12:50pm,HSSB 1105,0 / 15
20184_THTR.html,THTR    188ST,L&S,4.0,Optional,T R,2:00pm - 3:50pm,NH   1105,0 / 60

20184_THTR.html,THTR    193H,L&S,4.0,Letter,N/A,N/A,N/A,0 / 5


20184_THTR.html,THTR    195,L&S,2.0,Optional,W,2:00pm - 3:50pm,HSSB 1105,4 / 20
20184_THTR.html,THTR    195P,L&S,2.0 - 4.0,Optional,N/A,N/A,N/A,0 / 10
20184_THTR.html,THTR    196,L&S,1.0 - 4.0,Optional,T R,5:00pm - 6:50pm,HSSB 1105,0 / 15

20184_INT.html,INT       1,L&S,1.0,Pass/No Pass,T,2:00pm - 2:50pm,LIB  1312,0 / 2
20184_INT.html,INT       1,L&S,1.0,Pass/No Pass,T,11:00am - 11:50am,LIB  1312,0 / 2
20184_INT.html,INT       1,L&S,1.0,Pass/No Pass,W,1:00pm - 1:50pm,LIB  1312,0 / 2
20184_INT.html,INT       1,L&S,1.0,Pass/No Pass,R,1:00pm - 1:50pm,LIB  1312,0 / 2
20184_INT.html,INT       1,L&S,1.0,Pass/No Pass,M,10:00am - 10:50am,LIB  1312,1 / 2
20184_INT.html,INT       1,L&S,1.0,Pass/No Pass,M,2:00pm - 2:50pm,LIB  1312,1 / 2
20184_INT.html,INT      80P,L&S,4.0,Optional,T R,3:30pm - 4:45pm,ARTS 1349,0 / 54
20184_INT.html,INT      80TH,L&S,4.0,Optional,T R,3:30pm - 4:45pm,ARTS 1349,3 / 54
20184_INT.html,INT      80TH,L&S,4.0,Optional,M,2:00pm - 2:50pm,HSSB 3202,0 / 18
20184_INT.html,INT      80TH,L&S,4.0,Optional,M,3:00pm - 3:50pm,HSSB 3202,2 / 18
20184_INT.html,INT      80TH,L&S,4.0,Optional,R,12:00pm - 12:50pm,HSSB 4201,1 / 18
20184_INT.html,INT      84AC,L&S,2.0,Letter,T,4:00pm - 5:50pm,GIRV 2135,12 / 11
20184_INT.html,INT      84AF,L&S,2.0,Letter,W,11:00am - 12:50pm,GIRV 1106,6 / 16


20184_INT.html,INT      84AO,L&S,2.0,Letter,W,3:00pm - 4:50pm,HSSB 2201,2 / 20
20184_INT.html,INT      84AP,L&S,2.0,Letter,T,2:00pm - 3:50pm,HSSB 4201,3 / 20
20184_INT.html,INT      84ZB,L&S,2.0,Letter,R,5:00pm - 5:50pm,GIRV 2135,4 / 11
20184_INT.html,INT      84ZP,L&S,2.0,Letter,W,3:00pm - 4:50pm,HSSB 2018,3 / 11
20184_INT.html,INT      86,L&S,2.0,Letter,W,4:00pm - 5:50pm,HSSB 4201,0 / 20
20184_INT.html,INT      89AA,L&S,2.0,Pass/No Pass,W,10:00am - 11:50am,GIRV 2116,0 / 40
20184_INT.html,INT      89AC,L&S,2.0,Pass/No Pass,W,5:00pm - 6:50pm,GIRV 1119,0 / 40
20184_INT.html,INT      94ER,L&S,1.0,Pass/No Pass,W,1:00pm - 1:50pm,GIRV 1108,0 / 0
20184_INT.html,INT      94FH,L&S,1.0,Pass/No Pass,T,12:00pm - 12:50pm,ED   1201,0 / 0
20184_INT.html,INT      94GG,L&S,1.0,Pass/No Pass,T,10:00am - 11:50am,ARTS 1344,0 / 0
20184_INT.html,INT      94GQ,L&S,1.0,Pass/No Pass,M,3:00pm - 4:50pm,SH   4503,0 / 0
20184_INT.html,INT      94JK,L&S,1.0,Pass/No Pass,T,2:00pm - 4:20pm,HSSB 4202,0 / 0
20184_INT.html,INT      94JV,L&S,1.0,Pass/No Pass,T,2:00pm - 2:50pm,HSSB 2201,0 / 0
20184_INT.html,INT      94PO,L&S,1.0,Pass/No Pass,W,4:00pm - 4:50pm,TD-W 1530,0 / 0
20184_INT.html,INT      94SH,L&S,1.0,Pass/No Pass,W,1:00pm - 1:50pm,RECEN2103,0 / 0
20184_INT.html,INT      94TG,L&S,1.0,Pass/No Pass,W,6:00pm - 6:50pm,GIRV 1108,0 / 0
20184_INT.html,INT      94TI,L&S,1.0,Pass/No Pass,T,4:00pm - 5:50pm,MUSIC2224,0 / 0
20184_INT.html,INT      94TJ,L&S,1.0,Pass/No Pass,F,10:00am - 11:50am,GIRV 2110,0 / 0
20184_INT.html,INT      94TK,L&S,1.0,Pass/No Pass,F,3:00pm - 3:50pm,HSSB 2201,0 / 0
20184_INT.html,INT      94TN,L&S,1.0,Pass/No Pass,W,4:00pm - 4:50pm,HSSB 3201,0 / 0
20184_INT.html,INT      94TW,L&S,1.0,Pass/No Pass,W,9:00 am - 9:50 am,HSSB 2202,0 / 11
20184_INT.html,INT      94UI,L&S,1.0,Pass/No Pass,M,1:00pm - 1:50pm,BUCHN1934,0 / 0
20184_INT.html,INT      94UL,L&S,1.0,Pass/No Pass,R,9:00 am - 9:50 am,ED   4219,0 / 11
